Rk,Player,Nation,Pos,Squad,Age,Born,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Minutes_90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,2024-01-03 00:00:00,PPA,CrsPA,PrgP,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Live,Dead,TB,Sw,TI,CK,In,Out,Str,Blocks,SCA,SCA90,PassLive,PassDead,TO,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ,Succ%,Tkld,Tkld%,Carries,PrgC,CPA,Mis,Dis,Rec,PrgR,GA,PKA,PSxG,PSxG/SoT,PSxG+/-,/90,Att (GK),Thr,Launch%,AvgLen,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
363,Divin Mubama,eng ENG,FW,West Ham,18,2004,0,1.11,0,0,1.13,0,0,,12.5,0,0,0,0.11,0.11,0.15,-0.11,-0.11,0.9,17.8,24.4,72.7,222.2,16.7,13.3,17.8,75,2.22,3.33,66.7,1.11,1.11,100,0,0,0,0,0,0,0,0,0,0,0,0,1.11,1.11,0,0,0,0,0,0,0,4.44,4.44,5.56,44.4,22.2,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,35.6,0,1.11,0,,0,,20,0,0,6.67,0,26.7,5.56,,,,,,,,,,,,,,,,,,
364,Mykhailo Mudryk,ua UKR,FW,Chelsea,22,2001,0.29,2,0.69,34.3,2,0.69,0.14,0.42,17.2,0,0,0,0.25,0.25,0.13,0.03,0.03,17.5,22,32.3,68,321,105.9,13.5,17.1,79,5.49,8.46,64.9,1.71,3.77,45.5,0.11,0.23,0.18,-0.12,1.83,1.37,1.26,0.23,2.57,0.29,0,0,1.26,1.54,0.06,4.46,0.51,0.69,0.11,0,0,2.86,0.4,0.74,35,28.5,3.54,0.29,0.51,0.29,2.97,1.37,0.63,0.11,0.8,3.43,3.43,2.23,0.57,0.4,0,0.51,0.51,0.17,0.06,0.11,0.06,0.11,0,1.2,0.51,0.4,0.29,0.57,31.3,0.74,1.71,0.51,0,44.4,0.8,4.46,2.23,48.1,1.77,38.3,29.1,5.26,2.06,3.09,1.26,32.7,7.94,,,,,,,,,,,,,,,,,,
365,Rodrigo Muniz,br BRA,FW,Fulham,22,2001,0.51,4.12,1.47,35.6,4.12,1.47,0.12,0.35,11.8,0,0,0,0.49,0.49,0.12,0.02,0.02,17.7,7.68,12.5,61.3,114,30.1,4.18,6.38,65.5,2.2,3.62,60.9,0.68,0.9,75,0.06,0.11,0.05,-0.06,1.02,0.79,0.4,0,1.07,0.06,0,0,1.36,1.92,0.23,0.11,0.34,0.17,0,0,0,1.92,4.18,6.16,40.4,11.7,0.79,0.06,0.06,0,0,0,0,0,0.23,2.2,2.2,1.19,0,0.17,0.11,0.11,0.11,0.06,0,0,0.06,0,0,0.4,0.06,0.28,0.06,0.06,16.7,0.34,0.73,1.13,0,26.1,1.69,6.67,0.28,25,0.73,65,14.5,0.45,0.23,3.05,1.92,19.4,4.29,,,,,,,,,,,,,,,,,,
366,Daniel Muñoz,co COL,"DF,MF",Crystal Palace,27,1996,0,0.5,0,0,0.5,0,0,,8.5,0,0,0,0.07,0.07,0.15,-0.07,-0.07,16.0,35.1,45,77.9,472.3,179.1,22.8,26.1,87.5,10.3,14.3,71.9,0.88,2.19,40,0.25,0.15,0.08,0.1,1.31,1.56,0.25,0,2.38,0.25,0,0,1.88,0.5,0.5,0.69,1.5,2.19,0,0,0,4.75,1.63,1.75,48.1,35.8,9.06,0,0,8.81,0,0,0,0,1.06,2.88,2.88,2.38,0.13,0.06,0.13,0.44,0.44,0.31,0.06,0.06,0,0,0,3.44,1.94,0.88,0.63,1.19,50,1.38,4.94,2.94,0,59.2,3.38,2.63,0.81,46.4,0.75,42.9,24.1,1.56,0.31,1.31,0.44,29.1,5,,,,,,,,,,,,,,,,,,
367,Finley Munroe,eng ENG,MF,Aston Villa,18,2005,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0.0,1,1,100,16,0,0,0,,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,,0,,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,
368,Arijanet Muric,xk KVX,GK,Burnley,24,1998,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,10.0,40.4,58.5,69.1,1127.3,837.6,6.7,6.8,98.5,19.6,20.7,94.7,14,30.2,46.4,0,0.02,0.01,-0.02,0.4,1.6,0.1,0,0.1,0,0,0,0,0.3,0,0,0,0.1,0,0,0.1,2.1,0.3,0,100,49.5,8.5,0,0.4,0,0,0,0,0,0,0.6,0.6,0.5,0.1,0,0,0.1,0.1,0.1,0,0,0,0,0,0.1,0.1,0,0,0.1,100,0,0.1,1,0.4,63.5,36.1,0,0,,0,,41.8,0,0,0,0,39.2,0,,,,,,,,,,,,,,,,,,
369,Murillo,br BRA,DF,Nott'ham Forest,21,2002,0,0.55,0.19,35.3,0.55,0.19,0,0,22.6,0.06,0,0,0.06,0.06,0.11,-0.06,-0.06,31.0,36.2,47.1,76.9,741.4,341,12.5,14.2,88,18.5,21.2,87.1,4.97,10.5,47.2,0.06,0.04,0.02,0.03,0.23,3.26,0.35,0,2.87,0.16,0,0,1.23,0.23,0,0.13,1.19,1,0,0,0.03,4.71,1.23,1.29,48.7,44.5,2.35,0.19,0.58,0.1,0,0,0,0,0.39,0.97,0.97,0.65,0.03,0.16,0,0.13,0.13,0.06,0.03,0,0,0.03,0,1.61,1.16,0.42,0.03,0.61,57.6,0.55,2.81,6.06,0,59.7,11.6,0.97,0.65,57.1,0.48,42.9,31.8,0.71,0.1,0.65,0.48,35.2,0.23,,,,,,,,,,,,,,,,,,
370,Alex Murphy,ie IRL,"DF,FW",Newcastle Utd,19,2004,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0.1,170,170,100,2750,810,100,100,100,50,50,100,20,20,100,0,0,0,0,0,20,0,0,10,0,0,0,20,0,0,0,10,10,0,0,0,20,0,0,,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,50,10,20,0,0,210,0,0,0,,0,,160,0,0,10,0,160,0,,,,,,,,,,,,,,,,,,
371,Jacob Murphy,eng ENG,"FW,DF",Newcastle Utd,28,1995,0.23,2.27,0.76,33.3,2.27,0.76,0.1,0.3,19.6,0,0,0,0.16,0.16,0.07,0.07,0.07,13.2,26,39.3,66.1,396.1,152.4,15.2,18.5,82,8.86,13.3,66.9,1.44,4.62,31.1,0.53,0.38,0.26,0.15,2.35,2.42,2.27,0.61,3.94,0.08,0,0,0.53,1.14,0.08,5.83,0.45,0.76,0,0,0,5,0.3,0.76,28.6,36.2,2.88,0.76,0,1.36,0.83,0.53,0.15,0,1.74,4.17,4.16,3.33,0.3,0.15,0.08,0.76,0.76,0.68,0,0.08,0,0,0,1.52,0.61,0.3,0.61,0.91,46.2,1.29,1.97,1.21,0,50.5,1.82,4.02,0.98,48.1,0.98,48.1,28.9,2.5,1.14,1.44,1.06,32.9,8.56,,,,,,,,,,,,,,,,,,
372,Vitaliy Mykolenko,ua UKR,DF,Everton,24,1999,0.07,0.95,0.18,19.2,0.95,0.18,0.08,0.4,18.9,0,0,0,0.05,0.05,0.06,0.02,0.02,27.4,31.7,42.6,74.5,495.6,209.5,17.8,20,88.9,10,13.4,74.7,2.96,6.17,47.9,0,0.03,0.04,-0.03,0.47,1.68,0.62,0.36,2.01,0.04,0,0,0.84,0.33,0.04,2.04,1.31,1.39,0,0,0,5.18,1.09,0.99,52.6,34.2,8.21,0.07,0.07,8.21,0,0,0,0,1.28,1.35,1.35,1.17,0,0.04,0,0.11,0.11,0.04,0,0,0.07,0,0,2.52,1.68,0.77,0.07,1.5,62.1,0.91,3.83,3.36,0,54.8,4.49,1.09,0.66,58.1,0.4,35.5,22.2,0.51,0,1.42,0.4,25.2,2.48,,,,,,,,,,,,,,,,,,
373,Marvelous Nakamba,zw ZIM,MF,Luton Town,29,1994,0,0.4,0,0,0.4,0,0,,23.6,0,0,0,0.02,0.02,0.04,-0.02,-0.02,12.6,28.3,33.6,84.2,446.2,127.4,14.6,16.1,90.6,10,11.3,88.1,2.14,3.33,64.3,0,0.03,0.04,-0.03,0.56,2.14,0.16,0.08,2.86,0.4,0,0,1.9,0.71,0,0.32,0.87,1.9,0,0,0,7.14,0.32,0.56,36.4,32.1,1.43,0,0.4,0.24,0,0,0,0,0.79,1.03,1.03,1.03,0,0,0,0,0,0,0,0,0,0,0,3.17,1.9,1.11,0.16,1.9,57.1,1.35,4.05,0.87,0.08,43.3,2.38,0.24,0.24,30,0.4,50,17.8,0.08,0,0.79,0.32,19.9,0.4,,,,,,,,,,,,,,,,,,
374,Michael Ndiweni,eng ENG,FW,Newcastle Utd,19,2003,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0.0,1,2,50,16,15,0,0,,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,,0,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
375,Reiss Nelson,eng ENG,FW,Arsenal,23,1999,0,1.33,0.33,25,1.34,0.34,0,0,19.7,0,0,0,0.07,0.07,0.05,-0.07,-0.07,3.0,42.3,48,88.2,558,99.3,26.7,27.7,96.4,10.3,12,86.1,2,4,50,0,0.2,0.13,-0.2,1.67,07:55:12,2,0.67,1.67,0.33,0,0,1.67,2,0,4.67,0.33,2,0,0,0,7.33,0,1.67,0,44,4,0,0.33,1,1.67,1.33,0,0,1,3,3.02,2.33,0.33,0,0,0,0,0,0,0,0,0,0,3,1.67,0.33,1,2.67,80,1.33,3.33,1.67,0,62.7,2.67,4.33,0.33,14.3,2,85.7,43,3,1.33,3.67,1.33,42.7,8.67,,,,,,,,,,,,,,,,,,
376,Zack Nelson,eng ENG,"MF,DF",Luton Town,18,2004,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0.1,40,40,100,410,0,20,20,100,10,10,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,,0,10,0,0,60,0,0,0,,0,,20,0,0,10,0,20,0,,,,,,,,,,,,,,,,,,
377,Neto,br BRA,GK,Bournemouth,34,1989,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,32.0,21.6,33.1,65.3,634.9,469.5,2.97,3.03,97.9,11.3,11.6,97,7.38,18.3,40.3,0,0,0,0,0,0.72,0,0,0,0.16,0,0,0.03,0,0,0,0.03,0,0,0,0,1.19,0.28,0,100,23.4,9.59,0,0.06,0,0,0,0,0,0.06,0.16,0.16,0.13,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.03,0.03,0.38,0.09,35.6,29.7,0,0.06,100,0,0,19.8,0,0,0,0,14.8,0,,,,,,,,,,,,,,,,,,
378,Pedro Neto,pt POR,"FW,MF",Wolves,23,2000,0.12,2.14,0.71,33.3,2.14,0.71,0.06,0.17,16.8,0.18,0,0,0.21,0.21,0.1,-0.09,-0.09,16.8,32,43,74.5,492.2,118.1,18.3,21.1,87,9.17,12.5,73.3,2.92,5.83,50,0.54,0.26,0.22,0.27,2.26,1.37,1.73,0.71,3.21,0.24,0,0,0.89,1.25,0.12,6.85,0.3,0.18,0.06,0,0,4.7,0.24,1.07,18.2,38.4,4.35,0.06,0.3,0.83,2.02,0.95,0.6,0.12,1.01,4.46,4.45,2.44,0.89,0.48,0,0.83,0.83,0.48,0.12,0.12,0.06,0.06,0,0.42,0.18,0.12,0.12,0.3,33.3,0.24,0.71,0.12,0,53.8,0.24,4.94,2.2,42,2.5,47.7,34.6,5.83,2.5,2.62,1.19,40.7,8.87,,,,,,,,,,,,,,,,,,
379,Moussa Niakhate,sn SEN,DF,Nott'ham Forest,27,1996,0.06,0.31,0.06,20,0.31,0.06,0.2,1,9,0,0,0,0.07,0.07,0.22,-0.01,-0.01,16.2,38.1,47.8,79.7,704.8,260.7,14.6,15.6,94,19.1,23.5,81.3,4.07,7.59,53.7,0,0.01,0.02,-0.01,0.19,1.85,0.31,0.06,2.41,0.31,0.06,0.06,0.68,0.25,0,0.68,0.86,1.54,0,0,0,6.05,0.93,0.31,75,42.4,5.31,0,0.19,4.57,0,0,0,0,0.43,0.68,0.68,0.49,0.19,0,0,0,0,0,0,0,0,0,0,2.59,2.04,0.56,0,1.23,80,0.43,3.46,3.15,0,57.2,7.47,0.43,0.19,100,0,0,31,0.8,0.06,0.25,0.19,33,0.37,,,,,,,,,,,,,,,,,,
380,Eddie Nketiah,eng ENG,FW,Arsenal,24,1999,0.42,3.17,1,31.6,3.16,1,0.13,0.42,12.7,0,0,0,0.38,0.38,0.12,0.04,0.04,12.0,14,17.9,78.1,194.3,22.3,8.17,9.83,83.1,5,6,83.3,0.25,0.33,75,0.17,0.07,0.06,0.1,0.75,0.58,0.42,0,1.67,0.25,0,0,2,2.33,0.67,0.42,0.33,0.58,0.17,0,0,2,1.92,2.25,46,16.6,1.33,0.25,0,0.08,0,0,0,0,0.83,2.33,2.33,1.42,0,0.25,0,0.67,0.67,0.25,0,0.08,0.08,0.25,0,1,0.17,0.5,0.33,0.17,28.6,0.92,1.33,0.33,0,30.9,0.42,6.25,0.67,26.7,1.25,50,19.7,1.83,0.92,3.17,1.5,22.9,6.42,,,,,,,,,,,,,,,,,,
381,Christopher Nkunku,fr FRA,"FW,MF",Chelsea,25,1997,0.61,3.27,1.43,43.8,3.25,1.42,0.19,0.43,11.4,0,0,0,0.47,0.47,0.14,0.14,0.14,4.9,32.4,37.3,86.9,418,115.7,20.6,22.2,92.7,7.96,8.78,90.7,0.82,2.04,40,0,0.04,0.1,-0.04,0.61,2.86,1.43,0,3.88,0,0,0,1.63,1.43,0.61,0.82,0.41,0.82,0,0,0,2.45,2.04,1.22,62.5,33.9,3.27,0.61,0.2,0.2,0.61,0.2,0,0,1.02,2.65,2.65,2.04,0,0.2,0,0.2,0.2,0.2,0,0,0,0,0,1.02,0,0.82,0.2,0.2,50,0.61,1.43,0.82,0,49.8,1.02,5.51,0.41,25,1.02,62.5,29.4,2.04,0.41,3.47,1.63,41.2,7.14,,,,,,,,,,,,,,,,,,
382,Rhys Norrington-Davies,wls WAL,DF,Sheffield Utd,24,1999,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1.2,40,55.8,71.6,675.8,185,19.2,20.8,92,19.2,25.8,74.2,1.67,5.83,28.6,0,0,0,0,0.83,0.83,0,0,1.67,0.83,0,0,2.5,0.83,0.83,1.67,0.83,0.83,0,0,0,3.33,0.83,0.83,50,45.8,10,0,0.83,9.17,0,0,0,0,1.67,0.83,0.82,0.83,0,0,0,0,0,0,0,0,0,0,0,0.83,0.83,0,0,0,0,1.67,1.67,1.67,0,64.2,3.33,0.83,0.83,100,0,0,38.3,2.5,0,1.67,1.67,39.2,5,,,,,,,,,,,,,,,,,,
383,Oliver Norwood,nir NIR,MF,Sheffield Utd,32,1991,0.06,0.88,0.31,35.7,0.87,0.31,0,0,32.9,0,0.06,0.06,0.07,0.02,0.02,-0.01,-0.02,16.0,39.6,56.9,69.6,768.2,290.4,15.4,18.5,83.1,16.4,20.1,81.6,6.56,15.8,41.5,0,0.04,0.07,-0.04,1.06,4.19,0.69,0.13,4.56,0.5,0,0,0.94,0.56,0,3.25,1.31,1.63,0,0.06,0,6.13,0.88,1,46.7,50.8,5.94,0.13,0.5,0.06,2.19,0.31,1.56,0.13,0.63,2,2,1.19,0.75,0,0,0.06,0.06,0.06,0,0,0,0,0,2.56,1.13,1.13,0.31,1.25,42.6,0.94,3.88,2.44,0,66.8,4.06,0.38,0.06,33.3,0.06,33.3,29.4,0.19,0,0.56,0.25,39.4,0.63,,,,,,,,,,,,,,,,,,
384,Matheus Nunes,pt POR,MF,Wolves,24,1998,0,0.5,0,0,0.5,0,0,,15.4,0,0,0,0.05,0.05,0.08,-0.05,-0.05,2.0,43.5,53,82.1,538.5,139.5,29.5,34,86.8,11.5,13,88.5,1,3,33.3,0,0.05,0.1,-0.05,1.5,3,0.5,0,4,1,0.5,0.5,0.5,3.5,1.5,1.5,3,0.5,0,0,0,5,1,0.5,66.7,48.5,4,0,0,1,0.5,0.5,0,0,1,3.5,3.52,2.5,1,0,0,0,0,0,0,0,0,0,0,1.5,1.5,0,0,1,33.3,0,4.5,0.5,0,65.5,2,3,5.5,64.7,2,23.5,46.5,3.5,1.5,1.5,2,47.5,4.5,,,,,,,,,,,,,,,,,,
385,Matheus Nunes,pt POR,MF,Manchester City,24,1998,0,1.23,0.55,44.4,1.23,0.54,0,0,17.9,0,0,0,0.11,0.11,0.09,-0.11,-0.11,7.3,51.1,60.7,84.2,692.3,107.3,31.9,34.9,91.4,15.8,18.2,86.5,1.51,3.15,47.8,0.27,0.15,0.21,0.12,1.23,3.15,2.19,0.27,4.66,0,0,0,1.1,2.19,0.27,2.6,0.14,0.55,0,0,0,4.11,0.68,1.1,38.5,58.8,1.92,0.14,0.14,0.27,0.41,0.27,0,0,1.64,2.74,2.72,2.19,0,0,0,0.41,0.41,0.41,0,0,0,0,0,1.37,0.14,0.96,0.27,0.68,31.3,0.82,1.51,1.1,0.14,72.5,1.78,4.93,1.23,39.1,1.78,56.5,47.5,3.84,1.37,2.6,1.64,60,7.95,,,,,,,,,,,,,,,,,,
386,Darwin Núñez,uy URU,FW,Liverpool,24,1999,0.48,4.71,2.03,43,4.7,2.02,0.1,0.24,15,0,0,0.04,0.72,0.68,0.15,-0.23,-0.2,22.7,15,21.7,69.2,210.6,44.9,8.63,11.1,78.1,4.45,6.48,68.7,0.97,1.63,59.5,0.35,0.26,0.2,0.09,1.45,1.01,1.15,0,2.38,0.4,0,0,1.23,0.66,1.45,0.84,0.13,0.53,0.04,0,0,2.47,1.5,2.42,38.2,20.8,0.75,0.26,0.04,0.22,0,0,0,0,0.79,3.48,3.47,2.64,0,0.22,0,0.62,0.62,0.48,0,0,0.09,0.04,0,0.97,0.09,0.44,0.44,0.48,47.8,0.53,1.1,0.4,0,34.2,0.57,8.46,0.66,34.1,0.88,45.5,20.6,2.56,1.59,2.33,1.28,25.3,9.07,,,,,,,,,,,,,,,,,,
387,Ethan Nwaneri,eng ENG,FW,Arsenal,16,2007,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,0.2,75,90,83.3,1045,280,50,65,76.9,25,25,100,0,0,,0,0,0,0,5,5,10,0,10,0,0,0,5,5,0,0,0,0,0,0,0,0,5,0,100,90,0,0,0,0,0,0,0,0,0,5,6.43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,0,0,0,100,0,10,0,0,0,0,80,10,0,0,0,85,5,,,,,,,,,,,,,,,,,,
388,Christian Nørgaard,dk DEN,MF,Brentford,29,1994,0.07,1.26,0.25,20,1.26,0.25,0.06,0.29,14.4,0,0,0,0.13,0.13,0.1,-0.05,-0.05,27.8,43.1,54,79.9,687.6,221,23,26.1,88.1,16.5,20.1,81.9,2.81,5.25,53.4,0.04,0.07,0.09,-0.03,0.86,4.06,0.94,0.14,5.79,0.29,0,0,1.47,1.15,0.04,0.79,1.94,1.8,0,0,0,7.77,1.44,1.65,46.5,51.2,2.63,0.29,0.29,1.15,0.04,0,0,0,0.58,2.27,2.26,1.73,0.29,0,0.07,0.11,0.11,0.11,0,0,0,0,0,2.91,1.51,1.12,0.29,1.15,36.8,1.51,4.86,1.8,0,66.4,3.56,2.05,0.22,54.5,0.14,36.4,31.4,0.54,0.11,0.76,0.54,39.2,1.51,,,,,,,,,,,,,,,,,,
389,Mark O'Mahony,ie IRL,FW,Brighton,18,2005,0,1.43,0,0,1.43,0,0,,16.8,0,0,0,0.14,0.14,0.06,-0.14,-0.14,0.7,18.6,22.9,81.3,231.4,2.86,10,11.4,87.5,7.14,8.57,83.3,0,0,,0,0,0,0,0,0,0,0,0,1.43,0,0,1.43,0,0,0,0,0,0,0,0,2.86,1.43,4.29,25,22.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,1.43,0,0,1.43,50,1.43,1.43,1.43,0,38.6,2.86,2.86,0,,0,,22.9,0,0,5.71,0,30,0,,,,,,,,,,,,,,,,,,
390,Dara O'Shea,ie IRL,DF,Burnley,24,1999,0.09,0.59,0.16,26.3,0.59,0.16,0.16,0.6,10.6,0,0,0,0.02,0.02,0.04,0.07,0.07,32.1,43.4,54.8,79.2,859.3,318.8,14.3,17.2,83.3,23.4,26.6,88.1,5.23,9.47,55.3,0.12,0.06,0.03,0.06,0.4,4.33,0.19,0.09,3.8,0.16,0.03,0,1.12,0.47,0.03,0.34,1.09,0.62,0,0,0.03,4.36,3.96,2.09,65.5,53.1,1.46,0.09,0.31,0.28,0,0,0,0,0.59,1,1,0.84,0,0,0.03,0.19,0.19,0.19,0,0,0,0,0,1.21,0.69,0.44,0.09,0.34,42.3,0.34,2.31,4.92,0.06,65.2,9.53,1.53,0.03,50,0.03,50,34.6,1,0.03,0.34,0.03,40.7,0.31,,,,,,,,,,,,,,,,,,
391,Michael Obafemi,ie IRL,"FW,MF",Burnley,23,2000,0,10,0,0,9,0,0,,19.8,0,0,0,0.5,0.5,0.05,-0.5,-0.5,0.2,20,25,80,275,10,15,15,100,5,5,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,25,0,0,0,0,0,0,0,0,0,5,4.29,5,0,0,0,5,4.29,5,0,0,0,0,0,0,0,0,0,0,,5,0,0,0,45,0,20,15,100,0,0,30,0,0,0,5,30,15,,,,,,,,,,,,,,,,,,
392,Wilson Odobert,fr FRA,"MF,FW",Burnley,18,2004,0.13,2.1,0.6,28.6,2.1,0.6,0.06,0.21,19.4,0,0,0,0.12,0.12,0.06,0.01,0.01,23.3,19.1,25.1,76.4,267.6,66.9,12.2,14.2,86.4,5.75,7.42,77.5,0.69,1.33,51.6,0.09,0.14,0.15,-0.06,1.33,1.46,0.82,0.21,2.49,0.13,0,0,0.39,0.82,0.04,1.5,0.26,0.56,0,0,0,4.03,0.34,0.64,34.8,24.3,0.64,0.13,0.09,0.09,0.04,0,0.04,0,1.42,3.26,3.26,2.36,0,0.43,0,0.17,0.17,0.13,0,0,0.04,0,0,0.73,0.34,0.21,0.17,0.26,27.3,1.03,0.99,0.6,0,36.2,1.12,4.21,2.27,48.2,2.1,44.5,23.4,4.38,2.06,2.06,1.29,25.8,5.28,,,,,,,,,,,,,,,,,,
393,Odeluga Offiah,eng ENG,DF,Brighton,20,2002,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1.4,45,57.1,78.8,607.9,140,27.9,29.3,95.1,15,17.1,87.5,1.43,5,28.6,0,0,0,0,0,0.71,0.71,0,2.86,0,0,0,1.43,1.43,0,2.14,0.71,0,0,0,0,2.86,0.71,0.71,50,50,6.43,0,0,6.43,0,0,0,0,3.57,2.86,2.81,2.14,0.71,0,0,0,0,0,0,0,0,0,0,0.71,0.71,0,0,0.71,100,0,1.43,0,0,62.1,0.71,1.43,2.86,66.7,0.71,16.7,42.1,6.43,0.71,0.71,0,45.7,6.43,,,,,,,,,,,,,,,,,,
394,Chiedozie Ogbene,ie IRL,"MF,DF",Luton Town,26,1997,0.18,1.58,0.63,40,1.58,0.63,0.11,0.29,15.3,0,0,0,0.19,0.19,0.12,-0.01,-0.01,22.2,26.5,35.6,74.6,368.1,104.2,16.4,18.4,89.2,7.88,10.5,74.8,0.99,2.57,38.6,0.05,0.14,0.16,-0.09,1.13,1.08,0.81,0.23,2.39,0.05,0,0,0.36,2.25,0.36,3.56,0.32,0.45,0.09,0,0,5.63,1.26,1.04,54.9,31.4,4.1,0,0.09,3.6,0,0,0,0,2.12,3.56,3.56,2.3,0.09,0.54,0,0.41,0.41,0.05,0,0.09,0.09,0.18,0,0.77,0.45,0.32,0,0.54,54.5,0.5,1.08,1.53,0.09,48,2.12,3.96,2.75,50.4,1.98,36.4,29.3,5.72,2.03,2.66,0.95,29.7,6.76,,,,,,,,,,,,,,,,,,
395,Angelo Ogbonna,it ITA,DF,West Ham,35,1988,0,0.14,0,0,0.14,0,0,,12.5,0,0,0,0,0,0.04,0,0,7.1,24.1,30.1,79.9,463.5,156.2,8.45,9.44,89.6,13.2,14.6,90.4,1.97,5.35,36.8,0,0,0.01,0,0,0.85,0,0,0.56,0.14,0,0,0.14,0.42,0,0,0.42,0.7,0,0,0,1.41,1.69,0.99,63.2,27.3,2.82,0,0.28,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,1.27,0.28,0,0.85,85.7,0.42,1.97,4.08,0,38.3,8.59,0.56,0.14,100,0,0,19.3,0.28,0.14,0,0,21.4,0,,,,,,,,,,,,,,,,,,
396,Michael Olakigbe,eng ENG,"DF,FW",Brentford,19,2004,0,4.29,0,0,4.58,0,0,,20.5,0,0,0,0.14,0.14,0.04,-0.14,-0.14,0.7,38.6,57.1,67.5,495.7,105.7,24.3,28.6,85,10,14.3,70,1.43,7.14,20,0,0,0,0,0,2.86,1.43,0,5.71,0,0,0,2.86,2.86,1.43,10,1.43,0,0,0,0,10,1.43,2.86,33.3,54.3,2.86,0,0,1.43,0,0,0,0,4.29,4.29,4.58,2.86,0,1.43,0,0,0,0,0,0,0,0,0,4.29,2.86,1.43,0,2.86,50,10,5.71,0,1.43,100,0,14.3,4.29,27.3,10,63.6,60,14.3,4.29,5.71,1.43,68.6,24.3,,,,,,,,,,,,,,,,,,
397,Michael Olise,fr FRA,"FW,MF",Crystal Palace,21,2001,0.7,3.94,1.41,35.7,3.95,1.41,0.16,0.45,18.5,0.28,0.07,0.07,0.39,0.33,0.08,0.32,0.3,14.2,38,50.8,74.9,602.6,185.5,21.1,23.9,88.5,10.8,13.7,79,3.87,8.17,47.4,0.42,0.41,0.35,0.01,2.54,3.03,2.39,0.21,5.49,0,0,0,0.92,3.03,0.14,6.83,0.77,0.7,0,0,0,4.79,0.49,1.06,31.8,42.6,7.82,0.49,0.28,0.7,2.89,1.76,0.7,0.14,1.62,5.77,5.79,3.1,1.06,0.77,0,0.99,0.99,0.77,0.07,0.14,0,0,0,1.34,0.49,0.7,0.14,0.56,33.3,1.48,2.11,0.63,0,67.5,0.7,5.63,2.82,48.2,2.32,39.8,39.6,4.79,1.9,2.89,2.32,48.7,9.44,,,,,,,,,,,,,,,,,,
